lecture,slide_id,concepts_single,concepts_multi,concept_coverage_loss,concept_jaccard_single_vs_multi,triples_single,triples_multi,triple_coverage_loss,triple_jaccard_single_vs_multi
Lecture 15,Slide25,1,9,0.8888888888888888,0.1111111111111111,1,3,0.6666666666666666,0.3333333333333333
Lecture 15,Slide26,7,11,0.36363636363636365,0.6363636363636364,3,4,0.25,0.75
Lecture 15,Slide27,6,11,0.45454545454545453,0.5454545454545454,0,1,1.0,0.0
Lecture 15,Slide28,1,14,0.9285714285714286,0.07142857142857142,2,3,0.3333333333333333,0.6666666666666666
Lecture 15,Slide29,5,10,0.5,0.5,2,2,0.0,1.0
Lecture 15,Slide3,8,8,0.0,1.0,2,4,0.5,0.5
Lecture 15,Slide30,7,7,0.0,1.0,1,2,0.5,0.5
Lecture 15,Slide4,6,9,0.3333333333333333,0.6666666666666666,2,2,0.0,1.0
Lecture 15,Slide5,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 15,Slide6,7,11,0.36363636363636365,0.6363636363636364,0,3,1.0,0.0
Lecture 15,Slide7,7,9,0.2222222222222222,0.7777777777777778,1,2,0.5,0.5
Lecture 15,Slide8,8,13,0.38461538461538464,0.6153846153846154,0,0,0.0,1.0
Lecture 15,Slide9,4,6,0.3333333333333333,0.6666666666666666,1,2,0.5,0.5
Lecture 16,Slide1,4,14,0.7142857142857143,0.2857142857142857,1,1,0.0,1.0
Lecture 16,Slide10,1,3,0.6666666666666666,0.3333333333333333,1,4,0.75,0.25
Lecture 16,Slide11,1,3,0.6666666666666666,0.3333333333333333,2,4,0.5,0.5
Lecture 16,Slide12,3,6,0.5,0.5,2,2,0.0,1.0
Lecture 16,Slide13,6,8,0.25,0.75,1,2,0.5,0.5
Lecture 16,Slide14,1,4,0.75,0.25,1,1,0.0,1.0
Lecture 16,Slide15,7,10,0.3,0.7,0,1,1.0,0.0
Lecture 16,Slide16,6,7,0.14285714285714285,0.8571428571428571,0,2,1.0,0.0
Lecture 16,Slide17,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 16,Slide18,1,3,0.6666666666666666,0.3333333333333333,1,3,0.6666666666666666,0.3333333333333333
Lecture 16,Slide19,1,4,0.75,0.25,2,3,0.3333333333333333,0.6666666666666666
Lecture 16,Slide2,8,11,0.2727272727272727,0.7272727272727273,1,1,0.0,1.0
Lecture 16,Slide20,1,8,0.875,0.125,1,3,0.6666666666666666,0.3333333333333333
Lecture 16,Slide21,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 16,Slide22,1,3,0.6666666666666666,0.3333333333333333,5,5,0.0,1.0
Lecture 16,Slide23,7,8,0.125,0.875,0,1,1.0,0.0
Lecture 16,Slide24,1,10,0.9,0.1,1,2,0.5,0.5
Lecture 16,Slide25,0,0,0.0,1.0,0,0,0.0,1.0
Lecture 16,Slide26,7,10,0.3,0.7,1,2,0.5,0.5
Lecture 16,Slide27,5,7,0.2857142857142857,0.7142857142857143,3,5,0.4,0.6
Lecture 16,Slide28,1,4,0.75,0.25,0,0,0.0,1.0
Lecture 16,Slide29,7,10,0.3,0.7,1,1,0.0,1.0
Lecture 16,Slide3,4,6,0.3333333333333333,0.6666666666666666,1,1,0.0,1.0
Lecture 16,Slide30,9,10,0.1,0.9,1,2,0.5,0.5
Lecture 16,Slide31,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 16,Slide32,8,12,0.3333333333333333,0.6666666666666666,3,7,0.5714285714285714,0.42857142857142855
Lecture 16,Slide33,9,12,0.25,0.75,1,1,0.0,1.0
Lecture 16,Slide34,1,4,0.75,0.25,1,1,0.0,1.0
Lecture 16,Slide35,8,10,0.2,0.8,1,2,0.5,0.5
Lecture 16,Slide36,1,3,0.6666666666666666,0.3333333333333333,2,3,0.3333333333333333,0.6666666666666666
Lecture 16,Slide37,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 16,Slide38,6,10,0.4,0.6,2,4,0.5,0.5
Lecture 16,Slide39,1,4,0.75,0.25,1,4,0.75,0.25
Lecture 16,Slide4,5,8,0.375,0.625,1,2,0.5,0.5
Lecture 16,Slide40,1,3,0.6666666666666666,0.3333333333333333,1,1,0.0,1.0
Lecture 16,Slide41,8,10,0.2,0.8,1,4,0.75,0.25
Lecture 16,Slide42,9,12,0.25,0.75,2,3,0.3333333333333333,0.6666666666666666
Lecture 16,Slide43,8,12,0.3333333333333333,0.6666666666666666,2,3,0.3333333333333333,0.6666666666666666
Lecture 16,Slide44,1,10,0.9,0.1,2,4,0.5,0.5
Lecture 16,Slide45,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 16,Slide46,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 16,Slide47,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 16,Slide48,1,4,0.75,0.25,4,7,0.42857142857142855,0.5714285714285714
Lecture 16,Slide49,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 16,Slide5,7,10,0.3,0.7,0,0,0.0,1.0
Lecture 16,Slide50,10,12,0.16666666666666666,0.8333333333333334,2,4,0.5,0.5
Lecture 16,Slide51,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 16,Slide52,1,3,0.6666666666666666,0.3333333333333333,1,4,0.75,0.25
Lecture 16,Slide53,1,9,0.8888888888888888,0.1111111111111111,3,4,0.25,0.75
Lecture 16,Slide54,1,13,0.9230769230769231,0.07692307692307693,1,2,0.5,0.5
Lecture 16,Slide55,3,12,0.75,0.25,1,1,0.0,1.0
Lecture 16,Slide6,1,3,0.6666666666666666,0.3333333333333333,1,3,0.6666666666666666,0.3333333333333333
Lecture 16,Slide7,1,3,0.6666666666666666,0.3333333333333333,1,3,0.6666666666666666,0.3333333333333333
Lecture 16,Slide8,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 16,Slide9,6,11,0.45454545454545453,0.5454545454545454,1,3,0.6666666666666666,0.3333333333333333
Lecture 17,Slide1,5,8,0.375,0.625,1,4,0.75,0.25
Lecture 17,Slide10,1,3,0.6666666666666666,0.3333333333333333,0,0,0.0,1.0
Lecture 17,Slide11,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 17,Slide12,1,2,0.5,0.5,4,5,0.2,0.8
Lecture 17,Slide13,1,3,0.6666666666666666,0.3333333333333333,0,2,1.0,0.0
Lecture 17,Slide14,8,11,0.2727272727272727,0.7272727272727273,1,3,0.6666666666666666,0.3333333333333333
Lecture 17,Slide15,8,10,0.2,0.8,1,1,0.0,1.0
Lecture 17,Slide16,1,13,0.9230769230769231,0.07692307692307693,0,1,1.0,0.0
Lecture 17,Slide17,7,12,0.4166666666666667,0.5833333333333334,2,2,0.0,1.0
Lecture 17,Slide18,8,15,0.4666666666666667,0.5333333333333333,1,1,0.0,1.0
Lecture 17,Slide19,8,15,0.4666666666666667,0.5333333333333333,1,3,0.6666666666666666,0.3333333333333333
Lecture 17,Slide2,5,6,0.16666666666666666,0.8333333333333334,3,4,0.25,0.75
Lecture 17,Slide20,1,4,0.75,0.25,1,1,0.0,1.0
Lecture 17,Slide21,1,2,0.5,0.5,1,2,0.5,0.5
Lecture 17,Slide22,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 17,Slide23,1,4,0.75,0.25,0,1,1.0,0.0
Lecture 17,Slide24,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 17,Slide25,7,11,0.36363636363636365,0.6363636363636364,1,2,0.5,0.5
Lecture 17,Slide26,1,4,0.75,0.25,1,3,0.6666666666666666,0.3333333333333333
Lecture 17,Slide27,1,4,0.75,0.25,4,4,0.0,1.0
Lecture 17,Slide28,4,6,0.3333333333333333,0.6666666666666666,0,0,0.0,1.0
Lecture 17,Slide29,6,11,0.45454545454545453,0.5454545454545454,2,3,0.3333333333333333,0.6666666666666666
Lecture 17,Slide3,1,4,0.75,0.25,1,2,0.5,0.5
Lecture 17,Slide30,9,10,0.1,0.9,3,5,0.4,0.6
Lecture 17,Slide31,8,11,0.2727272727272727,0.7272727272727273,1,1,0.0,1.0
Lecture 17,Slide32,1,2,0.5,0.5,1,4,0.75,0.25
